CROP_LABEL,CROP_ID,NDVI,DATE,QUERY_DATE,LATITUDE,LONGITUDE
Cotton,C001,0.48899266177451634,2023-04-26,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.5121580547112462,2023-05-01,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.610738255033557,2023-05-06,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.3295638126009693,2023-05-16,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.4,2023-05-21,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.3248730964467005,2023-05-26,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.37960644007155636,2023-06-05,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.44357272178636087,2023-06-15,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.432,2023-06-20,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.5545657015590201,2023-08-14,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.7918905715681485,2023-10-03,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.7594971303634873,2023-10-08,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.7832223701731025,2023-10-13,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.8004291845493562,2023-10-18,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.8182770358732653,2023-10-23,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.8055482166446499,2023-10-28,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.7641597028783659,2023-11-02,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.8126361655773421,2023-11-12,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.8054054054054054,2023-11-17,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.9152496626180837,2023-11-22,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.4353318628433928,2023-11-27,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.8402266288951842,2023-12-02,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.8044328552803129,2023-12-12,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.2865919768702566,2023-12-22,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.7497308934337998,2023-12-27,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.750281214848144,2024-01-01,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.7211646136618141,2024-01-06,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.7724084177708496,2024-01-11,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.7102001906577693,2024-01-16,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.6682464454976303,2024-01-21,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.5391933815925543,2024-01-26,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.2518262206843522,2024-01-31,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C001,0.17916337805840568,2024-02-05,2023-10-15,17.102639701032224,76.52499625213919
Cotton,C002,0.16295636687444345,2023-06-20,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.20213713268032057,2023-08-14,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6048513302034428,2023-10-03,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6174863387978142,2023-10-08,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6686940966010734,2023-10-13,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6947674418604651,2023-10-18,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.66993006993007,2023-10-23,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6771545827633378,2023-10-28,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6629044394281415,2023-11-02,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6966679433167369,2023-11-12,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6868421052631579,2023-11-17,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.7432646592709984,2023-11-22,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6200474094141551,2023-11-27,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6735770825480588,2023-12-02,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6716616716616717,2023-12-12,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.26085315213288035,2023-12-22,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6923997606223818,2023-12-27,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.6594224471568919,2024-01-01,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.2865139949109415,2024-01-06,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.2803738317757009,2024-01-11,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.27900287631831255,2024-01-16,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C002,0.2735674676524954,2024-01-21,2023-10-15,17.104145871642864,76.52584258969979
Cotton,C003,0.11653872993719469,2023-05-21,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.09530791788856305,2023-05-26,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.09449354180829368,2023-06-05,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.0966183574879227,2023-06-15,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.07992895204262877,2023-06-20,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.3765932792584009,2023-08-14,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.7926194249490605,2023-10-03,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.7800616649537513,2023-10-08,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.839541547277937,2023-10-13,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.7853427895981088,2023-10-18,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.8132295719844358,2023-10-23,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.7863163113534953,2023-10-28,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.7407938785270206,2023-11-02,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.7557826788596019,2023-11-12,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.7236774524910118,2023-11-17,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.69826435246996,2023-11-22,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.656355455568054,2023-11-27,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.6075105996365839,2023-12-02,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.5352201257861635,2023-12-12,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.2487349163098482,2023-12-22,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.46707692307692306,2023-12-27,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.4461631786472551,2024-01-01,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.41442006269592474,2024-01-06,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.3997395833333333,2024-01-11,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.3638968481375358,2024-01-16,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.32280701754385965,2024-01-21,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.3402061855670103,2024-01-26,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.2975929978118162,2024-01-31,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.2837259100642398,2024-02-05,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.16137394685677253,2024-02-10,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.13183730715287517,2024-02-20,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.11493212669683257,2024-02-25,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.1246400658165364,2024-03-01,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.11095305832147938,2024-03-06,2023-10-15,17.108090951832,76.53315575501476
Cotton,C003,0.09904153354632587,2024-03-11,2023-10-15,17.108090951832,76.53315575501476
Cotton,C004,0.06969919295671313,2023-06-05,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.06785980611483967,2023-06-15,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.0830945558739255,2023-06-20,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.043423930021868166,2023-08-14,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.6709644146467251,2023-10-03,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.727606668550438,2023-10-08,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.76530887510116,2023-10-13,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.7350793251070259,2023-10-18,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.7099832682654769,2023-10-23,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.7122628150665534,2023-10-28,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.6388797364085668,2023-11-02,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.6653886371558034,2023-11-12,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.6602917341977309,2023-11-17,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.7377483443708609,2023-11-22,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.6907287033869313,2023-11-27,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.6952317439146383,2023-12-02,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.62368,2023-12-12,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.18946395563770796,2023-12-22,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.1632047477744807,2023-12-27,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.1827768014059754,2024-01-01,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.1716171617161716,2024-01-06,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C004,0.1514207862981705,2024-01-11,2023-10-15,17.11004092906675,76.53571702124573
Cotton,C005,-0.03518072289156626,2022-06-15,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.4141078838174274,2022-09-03,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.05755850727387729,2022-09-18,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.4919786096256685,2022-09-28,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.5572636433512682,2022-10-03,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.04838709677419355,2022-10-08,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.7467930842163971,2022-10-18,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.7080557238037553,2022-10-23,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.7265763111373011,2022-10-28,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.7914881462439303,2022-11-02,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.7264957264957265,2022-11-07,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.6361006653167486,2022-11-12,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.6663815226689478,2022-11-17,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.6422018348623854,2022-11-22,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.7037477691850089,2022-11-27,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.6845054637153264,2022-12-02,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.7185185185185186,2022-12-17,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.685336689741976,2022-12-22,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.605878423513694,2022-12-27,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.6388069485414618,2023-01-01,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.6549935149156939,2023-01-06,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.5889440113394756,2023-01-11,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.5016567263088137,2023-01-16,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.48559810233819045,2023-01-21,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.4360746371803732,2023-01-26,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.31774580335731417,2023-01-31,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.4275766016713092,2023-02-05,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.23423423423423423,2023-02-10,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.17360666239590006,2023-02-15,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.1528046421663443,2023-02-20,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.15463917525773196,2023-02-25,2022-12-15,20.64284743,78.04600215
Cotton,C005,0.21153846153846154,2023-03-02,2022-12-15,20.64284743,78.04600215
Cotton,C006,-0.03300790330079033,2022-06-15,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.5059726962457338,2022-09-03,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.03304347826086956,2022-09-18,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.40235910878112713,2022-09-28,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.4390451832907076,2022-10-03,2022-12-15,20.64412731,78.04566326
Cotton,C006,-0.05263157894736842,2022-10-08,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.6676422764227642,2022-10-18,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.6241610738255033,2022-10-23,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.659377070907886,2022-10-28,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.70522141440846,2022-11-02,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.683083511777302,2022-11-07,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.5985037406483791,2022-11-12,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.5917826375082836,2022-11-17,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.5458115183246073,2022-11-22,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.5671342685370742,2022-11-27,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.5261724659606657,2022-12-02,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.4535888763622698,2022-12-17,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.4068767908309456,2022-12-22,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.37400145243282495,2022-12-27,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.3763440860215054,2023-01-01,2022-12-15,20.64412731,78.04566326
Cotton,C006,0.43623188405797103,2023-01-06,2022-12-15,20.64412731,78.04566326
